,price,propertyType,size_stand,exterior,rooms,bathrooms,distance_stand,status,floor,hasLift
0,750.0,flat,0.0114430089966669,True,1,1,-0.7140880325609481,good,3,True
1,750.0,flat,0.432211985644941,True,2,1,-0.0409321609082869,good,bj,False
2,590.0,flat,0.432211985644941,True,3,2,2.948728375347949,good,Desconocido,False
3,684.0,studio,-0.6197104559757441,True,0,1,-0.4466142623028255,Desconocido,Desconocido,Desconocido
4,600.0,flat,0.5584426786394233,True,2,1,1.5050056264609175,good,3,False
5,600.0,duplex,0.4742888833097685,True,1,1,2.027093140443614,good,1,False
6,550.0,flat,-0.2830952746571248,True,1,1,-0.9379559657225544,good,1,False
7,700.0,studio,-1.33501771627781,True,0,1,-0.822585267912958,good,1,False
8,700.0,duplex,1.1054423482821796,True,2,1,1.0682820817095369,good,3,True
9,700.0,flat,-0.6197104559757441,False,1,1,-1.082963851118088,good,5,False
10,550.0,flat,-0.2410183769922974,True,2,1,0.7046537452436724,good,en,False
11,695.0,flat,0.1797505996559766,True,2,1,-0.0703476238988182,good,1,False
12,650.0,flat,0.3480581903152862,True,2,1,1.9002666718713728,good,bj,False
13,700.0,flat,-1.2508639209481551,False,1,1,-0.9942001047572137,good,1,True
14,700.0,flat,-1.040479432624018,False,1,1,-1.0941978972853263,good,1,False
15,700.0,flat,-0.7038642513053989,True,1,1,-0.905879807587151,good,2,True
16,650.0,flat,0.0114430089966669,True,2,1,-0.939655854287334,good,1,False
17,700.0,flat,1.9049034039139003,True,3,2,2.018002432031967,good,bj,False
18,695.0,flat,-0.8300949442998812,False,1,1,-1.066334506462637,good,4,True
19,675.0,flat,-0.8300949442998812,True,1,1,0.5068014979430384,good,bj,False
20,750.0,studio,-0.6197104559757441,False,0,1,-1.1582763053576646,good,bj,True
21,750.0,flat,1.652442017924936,True,3,2,1.980235342614476,good,1,True
22,680.0,flat,-0.914248739629536,False,1,1,-1.042683882952662,good,1,True
23,750.0,flat,-0.3672490699867796,True,1,1,-0.3549680962016727,good,1,True
24,750.0,penthouse,0.0114430089966669,True,1,1,0.341247133373214,good,2,False
25,750.0,studio,-1.4612484092722922,False,0,1,-1.1947869554011885,good,4,True
26,750.0,flat,-0.8300949442998812,False,1,1,-1.0871766184308025,good,1,False
27,650.0,flat,0.0955968043263218,True,2,1,-0.6546658409921362,good,1,False
28,750.0,studio,-1.2508639209481551,True,0,1,-1.1650758596167825,good,3,False
29,750.0,flat,-0.8721718419647085,False,1,1,-1.083702933102775,good,5,False
30,700.0,flat,0.0955968043263218,True,2,1,-0.606551603789031,good,3,False
31,747.0,flat,1.5262113249304536,True,3,2,0.7325910442648302,good,1,True
32,640.0,studio,-1.040479432624018,True,0,1,-0.6928763796004394,good,1,True
33,750.0,flat,-1.2508639209481551,False,1,1,-1.0765338378513138,good,st,True
34,750.0,flat,0.432211985644941,True,2,1,0.8872069954612913,good,2,True
35,625.0,flat,-0.3251721723219523,True,2,1,1.7550370618804336,good,2,False
36,700.0,studio,-0.8300949442998812,True,0,1,-1.1284173931763213,good,3,True
37,750.0,studio,-0.8300949442998812,True,0,1,-1.0555439094862111,good,en,True
38,650.0,flat,-1.040479432624018,False,1,1,-1.1513289347016096,good,2,True
39,720.0,flat,0.432211985644941,True,3,1,0.9164746420548852,good,2,False
40,699.0,flat,-0.3251721723219523,True,1,1,-0.7100230816451713,good,3,True
41,750.0,flat,0.221827497320804,True,2,1,-0.2673868810162968,good,Desconocido,True
42,695.0,flat,0.221827497320804,True,2,1,-0.20656043367658,good,Desconocido,True
43,750.0,flat,0.7688271669635603,True,2,2,0.2232157404187454,good,Desconocido,True
44,620.0,flat,0.0114430089966669,True,2,1,-0.6443186932065221,good,Desconocido,False
45,550.0,flat,-0.914248739629536,True,1,1,-0.4257721503346601,good,Desconocido,False
46,750.0,flat,-0.5776335583109167,False,1,1,-1.125091524245231,good,3,True
47,680.0,studio,-0.19894147932747,True,0,1,-0.8574699375901711,good,bj,False
48,700.0,flat,-0.409325967651607,True,1,2,1.1347255521328723,Desconocido,Desconocido,Desconocido
49,750.0,duplex,-1.040479432624018,True,1,1,-0.9350735459822764,Desconocido,Desconocido,Desconocido
50,750.0,flat,0.2639043949856314,True,2,1,-0.2503879953685023,good,1,True
51,650.0,flat,0.221827497320804,True,1,1,0.9416773377327023,good,en,True
52,600.0,flat,-0.409325967651607,True,1,1,0.5713972634046575,good,Desconocido,True
53,650.0,flat,0.0535199066614944,True,1,1,1.344181386593088,good,2,True
54,650.0,flat,0.221827497320804,False,2,1,-0.3815011394519258,good,3,False
55,700.0,flat,-0.6197104559757441,True,1,1,-0.3235571118524872,good,3,False
56,625.0,flat,0.0955968043263218,True,2,1,-0.3719669818494672,good,bj,False
57,595.0,flat,-0.6197104559757441,True,1,1,-0.8984150795418152,good,bj,False
58,650.0,flat,-0.19894147932747,True,1,1,-0.4585134822562816,good,4,True
59,725.0,flat,-0.409325967651607,True,1,1,-0.6644956313884695,good,2,True
60,750.0,flat,1.4841344272656265,True,3,1,0.8709471917981836,good,8,True
61,700.0,penthouse,-1.2508639209481551,True,1,1,-0.3436601418359659,good,1,True
62,700.0,flat,-1.3770946139426374,False,1,1,-1.131373721115068,good,3,False
63,650.0,flat,-0.0306338886681604,True,2,1,1.0246023364145518,good,1,True
64,550.0,flat,-0.8300949442998812,True,1,1,0.0776904976339309,good,3,True
65,650.0,flat,-0.19894147932747,True,1,1,-0.4732212137515473,good,4,True
66,750.0,flat,0.221827497320804,True,2,1,-0.8217722777298027,good,Desconocido,True
67,725.0,flat,0.432211985644941,True,2,1,-0.9298999720894692,good,Desconocido,True
68,700.0,flat,0.8529809622932151,True,1,1,0.9431555017020756,good,1,False
69,650.0,flat,-0.8300949442998812,True,1,1,-0.3307262071039484,good,bj,True
70,695.0,flat,1.2737499389414892,True,3,1,-0.6629435592206274,good,Desconocido,False
71,750.0,flat,-0.19894147932747,True,1,1,-0.7894743949989932,good,Desconocido,False
72,650.0,flat,0.221827497320804,True,2,1,-0.6755079529603015,good,Desconocido,True
73,666.0,flat,0.432211985644941,True,1,2,0.6033256051431236,good,1,True
74,750.0,flat,0.7688271669635603,True,2,2,0.9812921321119104,good,Desconocido,True
75,630.0,flat,0.6005195763042507,True,3,1,1.4622127795475566,good,Desconocido,True
76,635.0,studio,-0.19894147932747,True,0,1,-0.160441717832129,good,2,True
77,725.0,flat,0.3901350879801136,True,2,1,1.4185330342525715,good,1,True
78,750.0,flat,-1.040479432624018,False,1,1,-1.1706928827004015,good,1,False
79,690.0,flat,0.221827497320804,True,2,1,-0.8850376956189856,good,3,False
80,700.0,studio,-1.2508639209481551,False,0,1,-1.1572415905791031,good,2,True
81,730.0,flat,0.1797505996559766,True,3,1,0.26135237082858,good,1,False
82,750.0,flat,-0.3672490699867796,True,1,1,-0.9802314552466348,good,1,True
83,750.0,flat,-0.4934797629812619,False,1,1,0.2828596565829634,good,4,True
84,690.0,flat,-1.040479432624018,True,1,1,-0.8792728561384292,good,Desconocido,False
85,750.0,flat,0.6005195763042507,True,3,1,-0.2721170057182918,good,4,True
86,700.0,duplex,-1.040479432624018,True,1,1,-1.1712102400896822,good,bj,False
87,720.0,flat,-0.7459411489702263,True,1,1,-0.6183030073455497,good,4,True
88,595.0,flat,-0.19894147932747,True,1,1,0.9608195611360882,good,1,False
89,700.0,flat,-0.6197104559757441,False,1,1,-1.151920200289359,good,1,False
90,500.0,flat,-0.6197104559757441,True,1,1,1.144777067124612,good,Desconocido,False
91,700.0,flat,0.642596473969078,True,2,1,2.011498510566724,good,1,False
92,675.0,duplex,1.147519245947007,True,2,2,2.054956531266303,good,2,False
93,650.0,flat,-0.6197104559757441,True,1,1,1.5551892932211455,good,bj,False
94,750.0,studio,-0.19894147932747,True,0,1,-1.16633229899075,good,2,True
95,720.0,studio,-0.6197104559757441,True,0,1,-0.0935547982179811,good,5,True
96,624.0,flat,-0.6197104559757441,True,1,1,0.5453076693452164,newdevelopment,Desconocido,True
97,633.0,flat,-0.6197104559757441,True,1,1,0.5453076693452164,newdevelopment,Desconocido,True
98,640.0,studio,-1.124633227953673,True,0,1,-0.4072211925190235,good,2,True
99,645.0,flat,1.0212885529525249,True,2,2,2.004994589101481,good,2,True
100,750.0,flat,-0.5776335583109167,False,1,1,-1.1551721610219805,good,3,False
101,735.0,studio,-1.040479432624018,True,0,1,-0.4146859205643594,good,1,True
102,600.0,flat,-0.19894147932747,True,1,1,0.6274935860423793,Desconocido,Desconocido,Desconocido
103,750.0,flat,0.642596473969078,True,3,1,-0.6217766926735773,good,Desconocido,False
104,600.0,penthouse,-1.4612484092722922,True,1,1,-1.2206548248652234,good,5,True
105,705.0,flat,-0.4934797629812619,True,1,1,-0.3863051723523895,good,4,True
106,650.0,flat,0.0955968043263218,True,2,1,1.9607974864172155,good,3,False
107,700.0,duplex,0.0535199066614944,True,2,1,0.5334823575902289,good,1,False
108,650.0,studio,-0.8300949442998812,False,0,1,-0.8581351113763891,good,en,True
109,700.0,flat,-0.8300949442998812,True,1,1,-1.0068384066953564,good,bj,False
110,730.0,flat,-0.3672490699867796,True,2,1,-0.7340432461474895,good,4,False
111,750.0,flat,-0.409325967651607,True,2,1,-0.618450823742487,good,3,False
112,680.0,flat,-0.1568645816626426,True,2,1,0.1921003888634346,good,3,False
113,710.0,flat,0.7688271669635603,True,3,1,0.3634935011122842,good,4,False
114,720.0,flat,-0.5355566606460893,True,2,1,-0.7103187144390459,good,1,False
115,750.0,studio,-0.7038642513053989,True,0,1,-0.8401015109500333,good,Desconocido,True
116,695.0,studio,-0.8300949442998812,True,0,1,-0.3194921609367103,good,Desconocido,True
117,630.0,flat,-0.2410183769922974,True,1,2,1.1628106675509675,Desconocido,Desconocido,Desconocido
118,750.0,flat,1.2737499389414892,True,3,1,0.7170703225864092,good,Desconocido,True
119,730.0,flat,-0.409325967651607,True,1,1,-0.5899222591335798,good,2,True
120,600.0,flat,1.2737499389414892,True,3,1,0.6269762286530985,good,Desconocido,True
121,650.0,studio,-0.6197104559757441,True,0,1,-0.8161552546461837,good,bj,True
122,750.0,flat,-0.914248739629536,False,1,1,-1.1994431719047147,good,bj,True
123,730.0,flat,-0.409325967651607,True,1,1,-0.0213464883140889,good,Desconocido,True
124,735.0,studio,-1.2508639209481551,True,0,1,-0.4072951007174922,good,2,True
125,610.0,flat,0.5163657809745958,False,1,1,0.2102818056867278,good,bj,True
126,580.0,chalet,-0.2410183769922974,False,3,2,1.652156849612043,good,Desconocido,Desconocido
127,725.0,flat,-0.409325967651607,True,1,1,0.5238742917893016,good,en,False
128,750.0,flat,-0.4934797629812619,True,1,1,-0.8583568359717951,good,1,False
129,750.0,flat,0.432211985644941,True,3,1,0.95793714139581,good,2,False
130,750.0,flat,-0.4514028653164345,True,1,1,-0.608547125147685,good,7,True
131,730.0,flat,0.0114430089966669,True,3,1,0.3140489163367428,good,3,False
132,560.0,flat,-1.4191715116074648,False,1,1,-1.1879874011420706,good,bj,False
133,700.0,studio,-1.545402204601947,True,0,1,-1.1402427049313086,Desconocido,Desconocido,Desconocido
134,750.0,flat,0.8529809622932151,True,3,1,-0.126222221941134,good,2,True
135,730.0,flat,0.432211985644941,True,3,1,0.1538898502551314,good,3,False
136,730.0,flat,-0.3251721723219523,True,2,1,-0.5817923573020259,good,4,False
137,740.0,flat,0.1797505996559766,True,2,1,-0.6159379449945522,good,3,False
138,720.0,flat,0.221827497320804,True,2,1,-0.6790555464867978,good,2,False
139,720.0,flat,0.1376737019911492,True,2,1,0.2241026388003694,good,2,False
140,740.0,flat,-0.2410183769922974,True,2,1,-0.7437252201468855,good,1,True
141,720.0,flat,-0.3251721723219523,True,2,1,-0.295915445625204,good,3,False
142,730.0,flat,-0.6197104559757441,True,2,1,-0.9100925748998652,good,3,False
143,600.0,duplex,0.8529809622932151,False,1,1,-0.7003411076457752,Desconocido,Desconocido,Desconocido
144,600.0,duplex,0.8529809622932151,False,1,1,-0.7064015799202062,Desconocido,Desconocido,Desconocido
145,725.0,duplex,0.4742888833097685,True,2,1,0.4773860349525071,good,1,False
146,675.0,flat,0.6846733716339055,True,3,1,1.9797179852251956,good,2,False
147,750.0,flat,-0.2410183769922974,True,1,1,-0.0639176106320438,good,3,True
148,750.0,duplex,0.8109040646283877,True,2,2,1.330212737082509,good,1,False
149,700.0,flat,-0.2410183769922974,True,1,1,-0.9862919275210658,good,2,True
150,750.0,flat,-0.2410183769922974,True,2,1,-0.619115997528705,good,3,False
151,730.0,flat,-0.4934797629812619,True,2,1,-0.717044360499695,good,3,False
152,650.0,flat,0.0535199066614944,True,2,1,0.8799639920113616,good,4,False
153,730.0,flat,0.1376737019911492,True,2,1,-0.6508226146717653,good,1,False
154,720.0,flat,-0.409325967651607,True,2,1,-0.7137923997670734,good,2,False
155,720.0,flat,-0.3672490699867796,True,2,1,-0.7188181572629432,good,1,False
156,750.0,flat,-0.5355566606460893,True,2,1,-0.8987846205341585,good,1,False
157,730.0,flat,-0.409325967651607,True,2,1,-0.686446366333665,good,3,False
158,730.0,flat,-0.8300949442998812,True,2,1,-0.9236916834181008,good,2,False
159,670.0,flat,0.3059812926504588,True,2,1,0.6209157563786675,good,1,True
160,740.0,flat,-0.3251721723219523,True,2,1,-0.8748383642303089,good,3,False
161,720.0,flat,0.3901350879801136,True,2,1,0.9153660190778552,good,1,True
162,750.0,flat,-0.0306338886681604,True,2,1,-0.6133511580481488,good,4,False
163,740.0,flat,-0.6197104559757441,True,2,1,-0.6636087330068454,good,3,False
164,740.0,flat,0.0114430089966669,True,2,1,-0.7412123413989506,good,1,True
165,730.0,studio,-0.6197104559757441,False,0,1,-1.1710624236927447,good,Desconocido,True
166,620.0,flat,0.642596473969078,True,3,1,0.3211441033897353,good,Desconocido,True
167,695.0,flat,0.3059812926504588,True,2,1,-0.0434450396562218,good,Desconocido,False
168,650.0,flat,1.4841344272656265,True,3,1,0.9744925778527924,good,Desconocido,True
